Ensembl Gene ID	Multiple?	% Identity with respect to Human gene	Hs Gene	HS Description	First	Ensembl Gene ID
K09A9.2	1	53	MIA	melanoma inhibitory activity [Source:HGNC Symbol;Acc:7076]	1	K09A9.2
K09A9.2	1	83	RAB14	"RAB14, member RAS oncogene family [Source:HGNC Symbol;Acc:16524]"	1	K09A9.2
K09A9.2	1	52	RAB4A	"RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:9781]"	1	K09A9.2
K09A9.4	1	19	RP11-1286E23.10.1	Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:C9J2P7]	1	K09A9.4
K09A9.4	1	19	RP11-1286E23.12.1	Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:D6RBQ6]	1	K09A9.4
K09A9.4	1	19	RP11-1286E23.13.1	Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:D6R9N7]	1	K09A9.4
K09A9.4	1	19	RP11-1286E23.14.1	Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:D6RCP7]	1	K09A9.4
K09A9.4	1	19	RP11-1286E23.15.1	ubiquitin carboxyl-terminal hydrolase 17  [Source:RefSeq peptide;Acc:NP_001099132]	1	K09A9.4
K09A9.4	1	19	RP11-1286E23.16.1	Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:D6R901]	1	K09A9.4
K09A9.4	1	19	RP11-1286E23.17.1	ubiquitin carboxyl-terminal hydrolase 17  [Source:RefSeq peptide;Acc:NP_001099132]	1	K09A9.4
K09A9.4	1	20	RP11-1286E23.18.1	Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:D6RBM5]	1	K09A9.4
K09A9.4	1	19	RP11-1286E23.5.1	Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:C9JJH3]	1	K09A9.4
K09A9.4	1	19	RP11-1286E23.6.1	ubiquitin carboxyl-terminal hydrolase 17  [Source:RefSeq peptide;Acc:NP_001099132]	1	K09A9.4
K09A9.4	1	19	RP11-1286E23.7.1	Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:C9JPN9]	1	K09A9.4
K09A9.4	1	19	RP11-1286E23.8.1	Ubiquitin carboxyl-terminal hydrolase 17 [Source:UniProtKB/Swiss-Prot;Acc:Q0WX57]	1	K09A9.4
K09A9.4	1	19	RP11-1396O13.11.1	ubiquitin carboxyl-terminal hydrolase 17-like  [Source:RefSeq peptide;Acc:NP_001229255]	1	K09A9.4
K09A9.4	1	19	RP11-1396O13.4.1	ubiquitin carboxyl-terminal hydrolase 17-like  [Source:RefSeq peptide;Acc:NP_001229255]	1	K09A9.4
K09A9.4	1	19	RP11-1396O13.5.1	ubiquitin carboxyl-terminal hydrolase 17-like  [Source:RefSeq peptide;Acc:NP_001229255]	1	K09A9.4
K09A9.4	1	19	RP11-1396O13.7.1	ubiquitin carboxyl-terminal hydrolase 17-like  [Source:RefSeq peptide;Acc:NP_001229255]	1	K09A9.4
K09A9.4	1	19	RP11-1396O13.8.1	ubiquitin carboxyl-terminal hydrolase 17-like  [Source:RefSeq peptide;Acc:NP_001229255]	1	K09A9.4
K09A9.4	1	19	RP11-1396O13.9.1	ubiquitin carboxyl-terminal hydrolase 17-like  [Source:RefSeq peptide;Acc:NP_001229255]	1	K09A9.4
K09A9.4	1	13	USP16	ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:12614]	1	K09A9.4
K09A9.4	1	19	USP17.1	ubiquitin carboxyl-terminal hydrolase 17-like  [Source:RefSeq peptide;Acc:NP_001229255]	1	K09A9.4
K09A9.4	1	19	USP17L2	ubiquitin specific peptidase 17-like 2 [Source:HGNC Symbol;Acc:34434]	1	K09A9.4
K09A9.4	1	19	USP17L5	ubiquitin specific peptidase 17-like 5 [Source:HGNC Symbol;Acc:37177]	1	K09A9.4
K09A9.4	1	11	USP36	ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:20062]	1	K09A9.4
K09A9.4	1	9	USP42	ubiquitin specific peptidase 42 [Source:HGNC Symbol;Acc:20068]	1	K09A9.4
K09A9.4	1	12	USP45	ubiquitin specific peptidase 45 [Source:HGNC Symbol;Acc:20080]	1	K09A9.4
K09A9.5	0	65	NDUFS2	"NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7708]"	1	K09A9.5
K09A9.6	1	25	ASPH	aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:757]	1	K09A9.6
K09A9.6	1	15	ASPHD1	aspartate beta-hydroxylase domain containing 1 [Source:HGNC Symbol;Acc:27380]	1	K09A9.6
K09A9.6	1	17	ASPHD2	aspartate beta-hydroxylase domain containing 2 [Source:HGNC Symbol;Acc:30437]	1	K09A9.6
K09B11.1	1	16	IRAK1	interleukin-1 receptor-associated kinase 1 [Source:HGNC Symbol;Acc:6112]	1	K09B11.1
K09B11.1	1	15	IRAK2	interleukin-1 receptor-associated kinase 2 [Source:HGNC Symbol;Acc:6113]	1	K09B11.1
K09B11.1	1	18	IRAK3	interleukin-1 receptor-associated kinase 3 [Source:HGNC Symbol;Acc:17020]	1	K09B11.1
K09B11.1	1	24	IRAK4	interleukin-1 receptor-associated kinase 4 [Source:HGNC Symbol;Acc:17967]	1	K09B11.1
K09B11.2	0	18	NOL9	nucleolar protein 9 [Source:HGNC Symbol;Acc:26265]	1	K09B11.2
K09B11.9	0	29	USO1	USO1 vesicle docking protein homolog (yeast) [Source:HGNC Symbol;Acc:30904]	1	K09B11.9
K09C4.8	1	19	ARSK	"arylsulfatase family, member K [Source:HGNC Symbol;Acc:25239]"	1	K09C4.8
K09C4.8	1	33	GNS	glucosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:4422]	1	K09C4.8
K09C4.8	1	35	SULF1	sulfatase 1 [Source:HGNC Symbol;Acc:20391]	1	K09C4.8
K09C4.8	1	34	SULF2	sulfatase 2 [Source:HGNC Symbol;Acc:20392]	1	K09C4.8
K09C8.1	1	26	SLC9A3	"solute carrier family 9 (sodium/hydrogen exchanger), member 3 [Source:HGNC Symbol;Acc:11073]"	1	K09C8.1
K09C8.1	1	24	SLC9A5	"solute carrier family 9 (sodium/hydrogen exchanger), member 5 [Source:HGNC Symbol;Acc:11078]"	1	K09C8.1
K09C8.3	1	16	ASTL	astacin-like metallo-endopeptidase (M12 family) [Source:HGNC Symbol;Acc:31704]	1	K09C8.3
K09C8.3	1	8	MEP1A	"meprin A, alpha (PABA peptide hydrolase) [Source:HGNC Symbol;Acc:7015]"	1	K09C8.3
K09C8.3	1	9	MEP1B	"meprin A, beta [Source:HGNC Symbol;Acc:7020]"	1	K09C8.3
K09C8.4	1	15	B3GNT1	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1 [Source:HGNC Symbol;Acc:15685]"	1	K09C8.4
K09C8.4	1	29	GYLTL1B	glycosyltransferase-like 1B [Source:HGNC Symbol;Acc:16522]	1	K09C8.4
K09C8.4	1	28	LARGE	like-glycosyltransferase [Source:HGNC Symbol;Acc:6511]	1	K09C8.4
K09C8.5	1	35	EPX	eosinophil peroxidase [Source:HGNC Symbol;Acc:3423]	1	K09C8.5
K09C8.5	1	33	LPO	lactoperoxidase [Source:HGNC Symbol;Acc:6678]	1	K09C8.5
K09C8.5	1	34	MPO	myeloperoxidase [Source:HGNC Symbol;Acc:7218]	1	K09C8.5
K09C8.5	1	31	PXDN	peroxidasin homolog (Drosophila) [Source:HGNC Symbol;Acc:14966]	1	K09C8.5
K09C8.5	1	27	PXDNL	peroxidasin homolog (Drosophila)-like [Source:HGNC Symbol;Acc:26359]	1	K09C8.5
K09C8.5	1	27	TPO	thyroid peroxidase [Source:HGNC Symbol;Acc:12015]	1	K09C8.5
K09E4.2	0	43	ALG3	"asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:23056]"	1	K09E4.2
K09E4.3	0	44	C20orf7	chromosome 20 open reading frame 7 [Source:HGNC Symbol;Acc:15899]	1	K09E4.3
K09E4.4	0	31	NAGLU	"N-acetylglucosaminidase, alpha [Source:HGNC Symbol;Acc:7632]"	1	K09E4.4
K09E9.2	0	41	ERGIC3	ERGIC and golgi 3 [Source:HGNC Symbol;Acc:15927]	1	K09E9.2
K09F5.5	1	3	NSD1	nuclear receptor binding SET domain protein 1 [Source:HGNC Symbol;Acc:14234]	1	K09F5.5
K09F5.5	1	5	WHSC1	Wolf-Hirschhorn syndrome candidate 1 [Source:HGNC Symbol;Acc:12766]	1	K09F5.5
K09F5.5	1	5	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1 [Source:HGNC Symbol;Acc:12767]	1	K09F5.5
K09F6.5	1	7	RRM2	ribonucleotide reductase M2 [Source:HGNC Symbol;Acc:10452]	1	K09F6.5
K09F6.5	1	9	RRM2B	ribonucleotide reductase M2 B (TP53 inducible) [Source:HGNC Symbol;Acc:17296]	1	K09F6.5
K09G1.4	1	30	DRD2	dopamine receptor D2 [Source:HGNC Symbol;Acc:3023]	1	K09G1.4
K09G1.4	1	31	DRD3	dopamine receptor D3 [Source:HGNC Symbol;Acc:3024]	1	K09G1.4
K09G1.4	1	28	DRD4	dopamine receptor D4 [Source:HGNC Symbol;Acc:3025]	1	K09G1.4
K09H11.1	0	43	ACAD11	"acyl-CoA dehydrogenase family, member 11 [Source:HGNC Symbol;Acc:30211]"	1	K09H11.1
K09H11.4	0	9	HRC	histidine rich calcium binding protein [Source:HGNC Symbol;Acc:5178]	1	K09H11.4
K09H11.7	1	31	PDXP	"pyridoxal (pyridoxine, vitamin B6) phosphatase [Source:HGNC Symbol;Acc:30259]"	1	K09H11.7
K09H11.7	1	33	PGP	phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:8909]	1	K09H11.7
K09H9.2	0	24	DSCC1	defective in sister chromatid cohesion 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24453]	1	K09H9.2
K09H9.6	1	32	PPAN	peter pan homolog (Drosophila) [Source:HGNC Symbol;Acc:9227]	1	K09H9.6
K09H9.6	1	19	PPAN-P2RY11	PPAN-P2RY11 readthrough [Source:HGNC Symbol;Acc:33526]	1	K09H9.6
K10B2.1	1	53	BTRC	beta-transducin repeat containing [Source:HGNC Symbol;Acc:1144]	1	K10B2.1
K10B2.1	1	59	FBXW11	F-box and WD repeat domain containing 11 [Source:HGNC Symbol;Acc:13607]	1	K10B2.1
K10B2.2	0	37	CTSA	cathepsin A [Source:HGNC Symbol;Acc:9251]	1	K10B2.2
K10B2.4	0	63	WDR83OS	WD repeat domain 83 opposite strand [Source:HGNC Symbol;Acc:30203]	1	K10B2.4
K10B2.5	0	17	ANLN	"anillin, actin binding protein [Source:HGNC Symbol;Acc:14082]"	1	K10B2.5
K10B3.1	0	67	ZNF706	zinc finger protein 706 [Source:HGNC Symbol;Acc:24992]	1	K10B3.1
K10B3.10	1	44	SPTA1	"spectrin, alpha, erythrocytic 1 (elliptocytosis 2) [Source:HGNC Symbol;Acc:11272]"	1	K10B3.10
K10B3.10	1	58	SPTAN1	"spectrin, alpha, non-erythrocytic 1 (alpha-fodrin) [Source:HGNC Symbol;Acc:11273]"	1	K10B3.10
K10B3.6	0	29	GPCPD1	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26957]	1	K10B3.6
K10B3.7	1	76	GAPDH	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:4141]	1	K10B3.7
K10B3.7	1	56	GAPDHS	"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:HGNC Symbol;Acc:24864]"	1	K10B3.7
K10B3.8	1	76	GAPDH	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:4141]	1	K10B3.8
K10B3.8	1	56	GAPDHS	"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:HGNC Symbol;Acc:24864]"	1	K10B3.8
K10B3.9	0	27	ATPIF1	ATPase inhibitory factor 1 [Source:HGNC Symbol;Acc:871]	1	K10B3.9
K10B4.3	0	28	VEPH1	ventricular zone expressed PH domain homolog 1 (zebrafish) [Source:HGNC Symbol;Acc:25735]	1	K10B4.3
K10B4.6	1	39	WNT3	"wingless-type MMTV integration site family, member 3 [Source:HGNC Symbol;Acc:12782]"	1	K10B4.6
K10B4.6	1	39	WNT3A	"wingless-type MMTV integration site family, member 3A [Source:HGNC Symbol;Acc:15983]"	1	K10B4.6
K10B4.6	1	43	WNT4	"wingless-type MMTV integration site family, member 4 [Source:HGNC Symbol;Acc:12783]"	1	K10B4.6
K10B4.6	1	34	WNT8A	"wingless-type MMTV integration site family, member 8A [Source:HGNC Symbol;Acc:12788]"	1	K10B4.6
K10B4.6	1	35	WNT8B	"wingless-type MMTV integration site family, member 8B [Source:HGNC Symbol;Acc:12789]"	1	K10B4.6
K10C2.1	0	39	CTSA	cathepsin A [Source:HGNC Symbol;Acc:9251]	1	K10C2.1
K10C2.3	1	11	BACE1	beta-site APP-cleaving enzyme 1 [Source:HGNC Symbol;Acc:933]	1	K10C2.3
K10C2.3	1	11	BACE2	beta-site APP-cleaving enzyme 2 [Source:HGNC Symbol;Acc:934]	1	K10C2.3
K10C2.3	1	23	PGA3	"pepsinogen 3, group I (pepsinogen A) [Source:HGNC Symbol;Acc:8885]"	1	K10C2.3
K10C2.3	1	23	PGA4	"pepsinogen 4, group I (pepsinogen A) [Source:HGNC Symbol;Acc:8886]"	1	K10C2.3
K10C2.3	1	23	PGA5	"pepsinogen 5, group I (pepsinogen A) [Source:HGNC Symbol;Acc:8887]"	1	K10C2.3
K10C2.3	1	21	REN	renin [Source:HGNC Symbol;Acc:9958]	1	K10C2.3
K10C2.4	0	64	FAH	fumarylacetoacetate hydrolase (fumarylacetoacetase) [Source:HGNC Symbol;Acc:3579]	1	K10C2.4
K10C3.2	1	34	ARPP19	"cAMP-regulated phosphoprotein, 19kDa [Source:HGNC Symbol;Acc:16967]"	1	K10C3.2
K10C3.2	1	22	ENSA	endosulfine alpha [Source:HGNC Symbol;Acc:3360]	1	K10C3.2
K10C3.4	0	30	TMEM98	transmembrane protein 98 [Source:HGNC Symbol;Acc:24529]	1	K10C3.4
K10C3.5	0	31	EFTUD1	elongation factor Tu GTP binding domain containing 1 [Source:HGNC Symbol;Acc:25789]	1	K10C3.5
K10C3.6	1	25	HNF4A	"hepatocyte nuclear factor 4, alpha [Source:HGNC Symbol;Acc:5024]"	1	K10C3.6
K10C3.6	1	27	HNF4G	"hepatocyte nuclear factor 4, gamma [Source:HGNC Symbol;Acc:5026]"	1	K10C3.6
K10C8.1	1	19	PARN	poly(A)-specific ribonuclease [Source:HGNC Symbol;Acc:8609]	1	K10C8.1
K10C8.1	1	18	PNLDC1	poly(A)-specific ribonuclease (PARN)-like domain containing 1 [Source:HGNC Symbol;Acc:21185]	1	K10C8.1
K10C8.3	0	45	IST1	increased sodium tolerance 1 homolog (yeast) [Source:HGNC Symbol;Acc:28977]	1	K10C8.3
K10C9.3	1	26	RNASET2	ribonuclease T2 [Source:HGNC Symbol;Acc:21686]	1	K10C9.3
K10C9.3	1	23	RP11-514O12.4.1	0	1	K10C9.3
K10D2.1	0	27	HIRA	HIR histone cell cycle regulation defective homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:4916]	1	K10D2.1
K10D2.6	0	47	POR	P450 (cytochrome) oxidoreductase [Source:HGNC Symbol;Acc:9208]	1	K10D2.6
K10D2.8	1	11	LRRC48	leucine rich repeat containing 48 [Source:HGNC Symbol;Acc:25384]	1	K10D2.8
K10D2.8	1	9	LRRC49	leucine rich repeat containing 49 [Source:HGNC Symbol;Acc:25965]	1	K10D2.8
K10D2.8	1	7	LRRC9	leucine rich repeat containing 9 [Source:HGNC Symbol;Acc:19848]	1	K10D2.8
K10D3.3	0	30	TAF11	"TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa [Source:HGNC Symbol;Acc:11544]"	1	K10D3.3
K10F12.3	1	38	PLCL1	phospholipase C-like 1 [Source:HGNC Symbol;Acc:9063]	1	K10F12.3
K10F12.3	1	41	PLCL2	phospholipase C-like 2 [Source:HGNC Symbol;Acc:9064]	1	K10F12.3
K10F12.4	1	33	GSTO1	glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:13312]	1	K10F12.4
K10F12.4	1	30	GSTO2	glutathione S-transferase omega 2 [Source:HGNC Symbol;Acc:23064]	1	K10F12.4
K10G6.1	1	29	FOXB1	forkhead box B1 [Source:HGNC Symbol;Acc:3799]	1	K10G6.1
K10G6.1	1	22	FOXB2	forkhead box B2 [Source:HGNC Symbol;Acc:23315]	1	K10G6.1
K10G6.4	0	18	SYCP1	synaptonemal complex protein 1 [Source:HGNC Symbol;Acc:11487]	1	K10G6.4
K10G9.1	1	32	SLC17A6	"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6 [Source:HGNC Symbol;Acc:16703]"	1	K10G9.1
K10G9.1	1	33	SLC17A7	"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7 [Source:HGNC Symbol;Acc:16704]"	1	K10G9.1
K10G9.1	1	31	SLC17A8	"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8 [Source:HGNC Symbol;Acc:20151]"	1	K10G9.1
K10G9.3	0	42	POFUT2	protein O-fucosyltransferase 2 [Source:HGNC Symbol;Acc:14683]	1	K10G9.3
K10H10.1	0	35	SLC17A9	"solute carrier family 17, member 9 [Source:HGNC Symbol;Acc:16192]"	1	K10H10.1
K10H10.3	0	26	WWOX	WW domain containing oxidoreductase [Source:HGNC Symbol;Acc:12799]	1	K10H10.3
K10H10.7	0	30	PPP1R11	"protein phosphatase 1, regulatory (inhibitor) subunit 11 [Source:HGNC Symbol;Acc:9285]"	1	K10H10.7
K11B4.2	1	25	MEF2BNB	MEF2B neighbor [Source:HGNC Symbol;Acc:37247]	1	K11B4.2
K11B4.2	1	25	MEF2BNB-MEF2B	MEF2BNB-MEF2B readthrough [Source:HGNC Symbol;Acc:39979]	1	K11B4.2
K11C4.2	1	22	PAQR5	progestin and adipoQ receptor family member V [Source:HGNC Symbol;Acc:29645]	1	K11C4.2
K11C4.2	1	11	PAQR6	progestin and adipoQ receptor family member VI [Source:HGNC Symbol;Acc:30132]	1	K11C4.2
K11C4.2	1	21	PAQR7	progestin and adipoQ receptor family member VII [Source:HGNC Symbol;Acc:23146]	1	K11C4.2
K11C4.2	1	21	PAQR8	progestin and adipoQ receptor family member VIII [Source:HGNC Symbol;Acc:15708]	1	K11C4.2
K11C4.2	1	17	PAQR9	progestin and adipoQ receptor family member IX [Source:HGNC Symbol;Acc:30131]	1	K11C4.2
K11C4.3	1	46	SPTB	"spectrin, beta, erythrocytic [Source:HGNC Symbol;Acc:11274]"	1	K11C4.3
K11C4.3	1	50	SPTBN1	"spectrin, beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:11275]"	1	K11C4.3
K11C4.3	1	45	SPTBN2	"spectrin, beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:11276]"	1	K11C4.3
K11C4.3	1	36	SPTBN4	"spectrin, beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:14896]"	1	K11C4.3
K11C4.5	1	39	RYR1	ryanodine receptor 1 (skeletal) [Source:HGNC Symbol;Acc:10483]	1	K11C4.5
K11C4.5	1	41	RYR2	ryanodine receptor 2 (cardiac) [Source:HGNC Symbol;Acc:10484]	1	K11C4.5
K11C4.5	1	41	RYR3	ryanodine receptor 3 [Source:HGNC Symbol;Acc:10485]	1	K11C4.5
K11D12.10	0	14	AC013461.1.1	Mitogen-activated protein kinase kinase kinase MLT [Source:UniProtKB/Swiss-Prot;Acc:Q9NYL2]	1	K11D12.10
K11D2.1	1	1	HECTD2	HECT domain containing 2 [Source:HGNC Symbol;Acc:26736]	1	K11D2.1
K11D2.1	1	4	HERC3	hect domain and RLD 3 [Source:HGNC Symbol;Acc:4876]	1	K11D2.1
K11D2.1	1	4	HERC4	hect domain and RLD 4 [Source:HGNC Symbol;Acc:24521]	1	K11D2.1
K11D2.1	1	4	HERC5	hect domain and RLD 5 [Source:HGNC Symbol;Acc:24368]	1	K11D2.1
K11D2.1	1	4	HERC6	hect domain and RLD 6 [Source:HGNC Symbol;Acc:26072]	1	K11D2.1
K11D2.1	1	14	RCCD1	RCC1 domain containing 1 [Source:HGNC Symbol;Acc:30457]	1	K11D2.1
K11D2.2	0	36	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1 [Source:HGNC Symbol;Acc:735]	1	K11D2.2
K11D2.3	1	73	AP1M1	"adaptor-related protein complex 1, mu 1 subunit [Source:HGNC Symbol;Acc:13667]"	1	K11D2.3
K11D2.3	1	70	AP1M2	"adaptor-related protein complex 1, mu 2 subunit [Source:HGNC Symbol;Acc:558]"	1	K11D2.3
K11D2.5	0	20	MTERFD2	MTERF domain containing 2 [Source:HGNC Symbol;Acc:28785]	1	K11D2.5
K11D9.1	1	41	KIF2A	kinesin heavy chain member 2A [Source:HGNC Symbol;Acc:6318]	1	K11D9.1
K11D9.1	1	40	KIF2B	kinesin family member 2B [Source:HGNC Symbol;Acc:29443]	1	K11D9.1
K11D9.1	1	39	KIF2C	kinesin family member 2C [Source:HGNC Symbol;Acc:6393]	1	K11D9.1
K11D9.2	1	72	ATP2A1	"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1 [Source:HGNC Symbol;Acc:811]"	1	K11D9.2
K11D9.2	1	68	ATP2A2	"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:812]"	1	K11D9.2
K11D9.2	1	65	ATP2A3	"ATPase, Ca++ transporting, ubiquitous [Source:HGNC Symbol;Acc:813]"	1	K11D9.2
K11E4.3	1	19	PON1	paraoxonase 1 [Source:HGNC Symbol;Acc:9204]	1	K11E4.3
K11E4.3	1	21	PON2	paraoxonase 2 [Source:HGNC Symbol;Acc:9205]	1	K11E4.3
K11E4.3	1	23	PON3	paraoxonase 3 [Source:HGNC Symbol;Acc:9206]	1	K11E4.3
K11E4.4	1	22	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 [Source:HGNC Symbol;Acc:685]	1	K11E4.4
K11E4.4	1	19	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7 [Source:HGNC Symbol;Acc:15607]	1	K11E4.4
K11E8.1	1	67	CAMK2A	calcium/calmodulin-dependent protein kinase II alpha [Source:HGNC Symbol;Acc:1460]	1	K11E8.1
K11E8.1	1	50	CAMK2B	calcium/calmodulin-dependent protein kinase II beta [Source:HGNC Symbol;Acc:1461]	1	K11E8.1
K11E8.1	1	62	CAMK2D	calcium/calmodulin-dependent protein kinase II delta [Source:HGNC Symbol;Acc:1462]	1	K11E8.1
K11E8.1	1	62	CAMK2G	calcium/calmodulin-dependent protein kinase II gamma [Source:HGNC Symbol;Acc:1463]	1	K11E8.1
K11E8.1	1	17	DCLK3	doublecortin-like kinase 3 [Source:HGNC Symbol;Acc:19005]	1	K11E8.1
K11G12.1	1	16	ASTL	astacin-like metallo-endopeptidase (M12 family) [Source:HGNC Symbol;Acc:31704]	1	K11G12.1
K11G12.1	1	9	MEP1A	"meprin A, alpha (PABA peptide hydrolase) [Source:HGNC Symbol;Acc:7015]"	1	K11G12.1
K11G12.1	1	10	MEP1B	"meprin A, beta [Source:HGNC Symbol;Acc:7020]"	1	K11G12.1
K11G12.2	0	36	CHRNA1	"cholinergic receptor, nicotinic, alpha 1 (muscle) [Source:HGNC Symbol;Acc:1955]"	1	K11G12.2
K11G12.3	1	42	SLC11A1	"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 [Source:HGNC Symbol;Acc:10907]"	1	K11G12.3
K11G12.3	1	44	SLC11A2	"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2 [Source:HGNC Symbol;Acc:10908]"	1	K11G12.3
K11G12.4	1	47	SLC11A1	"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 [Source:HGNC Symbol;Acc:10907]"	1	K11G12.4
K11G12.4	1	51	SLC11A2	"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2 [Source:HGNC Symbol;Acc:10908]"	1	K11G12.4
K11G12.5	0	34	MRPL12	mitochondrial ribosomal protein L12 [Source:HGNC Symbol;Acc:10378]	1	K11G12.5
K11G12.6	1	22	LMF1	lipase maturation factor 1 [Source:HGNC Symbol;Acc:14154]	1	K11G12.6
K11G12.6	1	26	LMF2	lipase maturation factor 2 [Source:HGNC Symbol;Acc:25096]	1	K11G12.6
K11G12.7	0	33	CHRNA1	"cholinergic receptor, nicotinic, alpha 1 (muscle) [Source:HGNC Symbol;Acc:1955]"	1	K11G12.7
K11G9.4	1	16	INSM1	insulinoma-associated 1 [Source:HGNC Symbol;Acc:6090]	1	K11G9.4
K11G9.4	1	15	INSM2	insulinoma-associated 2 [Source:HGNC Symbol;Acc:17539]	1	K11G9.4
K11H12.2	1	76	RPL15	ribosomal protein L15 [Source:HGNC Symbol;Acc:10306]	1	K11H12.2
K11H12.8	0	47	GHITM	growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:17281]	1	K11H12.8
K11H3.1	1	61	GPD1	glycerol-3-phosphate dehydrogenase 1 (soluble) [Source:HGNC Symbol;Acc:4455]	1	K11H3.1
K11H3.1	1	58	GPD1L	glycerol-3-phosphate dehydrogenase 1-like [Source:HGNC Symbol;Acc:28956]	1	K11H3.1
K11H3.3	0	59	SLC25A1	"solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 [Source:HGNC Symbol;Acc:10979]"	1	K11H3.3
K12C11.1	0	52	PEPD	peptidase D [Source:HGNC Symbol;Acc:8840]	1	K12C11.1
K12C11.2	1	42	RP1-241P17.4.1	0	1	K12C11.2
K12C11.2	1	41	SUMO2	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:11125]	1	K12C11.2
K12C11.2	1	37	SUMO3	SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae) [Source:HGNC Symbol;Acc:11124]	1	K12C11.2
K12C11.2	1	36	SUMO4	SMT3 suppressor of mif two 3 homolog 4 (S. cerevisiae) [Source:HGNC Symbol;Acc:21181]	1	K12C11.2
K12C11.4	1	31	DAPK1	death-associated protein kinase 1 [Source:HGNC Symbol;Acc:2674]	1	K12C11.4
K12C11.4	1	34	DAPK2	death-associated protein kinase 2 [Source:HGNC Symbol;Acc:2675]	1	K12C11.4
K12C11.4	1	35	DAPK3	death-associated protein kinase 3 [Source:HGNC Symbol;Acc:2676]	1	K12C11.4
K12C11.4	1	31	STK17A	serine/threonine kinase 17a [Source:HGNC Symbol;Acc:11395]	1	K12C11.4
K12C11.4	1	32	STK17B	serine/threonine kinase 17b [Source:HGNC Symbol;Acc:11396]	1	K12C11.4
K12D12.1	0	48	TOP2B	topoisomerase (DNA) II beta 180kDa [Source:HGNC Symbol;Acc:11990]	1	K12D12.1
K12D12.2	0	21	NUP205	nucleoporin 205kDa [Source:HGNC Symbol;Acc:18658]	1	K12D12.2
K12F2.2	1	11	KIF26A	kinesin family member 26A [Source:HGNC Symbol;Acc:20226]	1	K12F2.2
K12F2.2	1	11	KIF26B	kinesin family member 26B [Source:HGNC Symbol;Acc:25484]	1	K12F2.2
K12H4.1	1	18	PROX1	prospero homeobox 1 [Source:HGNC Symbol;Acc:9459]	1	K12H4.1
K12H4.1	1	21	PROX2	prospero homeobox 2 [Source:HGNC Symbol;Acc:26715]	1	K12H4.1
